# epoch (MJD),epoch (seconds TDB),x [km],y [km],z [km],vx [km/s],vy [km/s],vz [km/s]
60395.160000,764697093.182570,-440709.471078,-111177.363395,-107933.577161,0.281162,-0.759088,-0.521559
60395.180000,764698821.182570,-440220.450232,-112488.229311,-108833.387090,0.284833,-0.758117,-0.519887
60395.200000,764700549.182570,-439725.090946,-113797.411604,-109730.303207,0.288498,-0.757139,-0.518209
60395.220000,764702277.182570,-439223.404177,-115104.898458,-110624.315900,0.292156,-0.756155,-0.516526
60395.240000,764704005.182569,-438715.400878,-116410.678058,-111515.415560,0.295809,-0.755163,-0.514838
60395.260000,764705733.182569,-438201.091997,-117714.738585,-112403.592584,0.299455,-0.754165,-0.513144
60395.280000,764707461.182569,-437680.488259,-119017.068179,-113288.837540,0.303095,-0.753160,-0.511445
60395.300000,764709189.182568,-437153.600171,-120317.654940,-114171.141164,0.306729,-0.752148,-0.509740
60395.320000,764710917.182568,-436620.438230,-121616.486962,-115050.494201,0.310356,-0.751129,-0.508030
60395.340000,764712645.182568,-436081.012935,-122913.552344,-115926.887396,0.313978,-0.750103,-0.506314
