epoch (MJD),epoch (seconds TDB),r [km],alpha [deg],beta [deg]
59163.75000,658303269.1826417446136475,50592.5541539141922840,-0.0027669150644481,0.0009398837898257
59164.00000,658324869.1826417446136475,53602.7074223279778380,-0.0004922751332910,0.0003976327373920
59164.25000,658346469.1826417446136475,56528.9896953197894618,-0.0045474624409529,-0.0000766551391295
59164.50000,658368069.1826417446136475,59317.9353334423067281,0.0000404826799764,-0.0000258712866559
59164.75000,658389669.1826417446136475,61933.8154124773718650,0.0003838341552021,-0.0005122800697630
59165.00000,658411269.1826417446136475,64354.2373019364022184,0.0001958242820641,-0.0000749345312093
59165.25000,658432869.1826417446136475,66566.8932143060228555,0.0003463461546066,-0.0000552310339533
59165.50000,658454469.1826417446136475,68567.1709714399330551,0.0004553498106402,-0.0000134937021705
59165.75000,658476069.1826417446136475,70356.3647526802378707,0.0005350552843675,0.0000280822658200
59166.00000,658497669.1826417446136475,71940.2857122649293160,0.0005951293558683,0.0000630678997144
59166.25000,658519269.1826417446136475,73328.1319317215675255,0.0006420555752485,0.0000890279832759
